,selling_price,make,model,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats
3108,5.1,Volkswagen,Polo 1.5 TDI Comfortline,8.0,Dealer,63000,Diesel,Manual,20.14,1498.0,88.0,5.0
3109,3.11,Maruti,Ritz VXi,11.0,Dealer,86385,Petrol,Manual,18.5,1197.0,85.8,5.0
3110,5.21,Maruti,Swift VXI,8.0,Dealer,24000,Petrol,Manual,22.0,1197.0,81.8,5.0
3111,5.25,Hyundai,i20 Sportz 1.2,9.0,Dealer,48488,Petrol,Manual,18.6,1197.0,81.83,5.0
3112,33.5,BMW,5 Series 520d Luxury Line,7.0,Dealer,22000,Diesel,Automatic,22.48,1995.0,187.74,5.0
3113,8.5,Maruti,Baleno Alpha 1.3,6.0,Dealer,33635,Diesel,Manual,27.39,1248.0,74.0,5.0
3114,19.51,Toyota,Fortuner 4x2 Manual,9.0,Dealer,11500,Diesel,Manual,13.0,2982.0,168.5,7.0
3115,7.25,Volkswagen,Ameo 1.5 TDI Highline,8.0,Dealer,44000,Diesel,Manual,21.66,1498.0,108.62,5.0
3116,6.5,Ford,Freestyle Ambiente Diesel,6.0,Individual,40000,Diesel,Manual,24.4,1498.0,98.63,5.0
3117,5.0,Hyundai,Verna 1.6 SX VTVT AT,11.0,Dealer,83000,Petrol,Automatic,15.74,1591.0,121.3,5.0
3118,2.38,Maruti,Ritz VDi,15.0,Dealer,75253,Diesel,Manual,23.2,1248.0,73.94,5.0
3119,5.91,Hyundai,i20 Asta Option 1.2,9.0,Dealer,17999,Petrol,Manual,18.6,1197.0,81.83,5.0
3120,7.0,Hyundai,i20 Petrol Asta,5.0,Individual,12000,Petrol,Manual,18.6,1197.0,81.86,5.0
3121,3.75,Maruti,Wagon R LXI CNG,8.0,Dealer,30000,CNG,Manual,26.2,998.0,58.2,5.0
3122,7.95,Maruti,Swift Dzire AMT ZXI,6.0,Dealer,22000,Petrol,Automatic,21.21,1197.0,81.8,5.0
3123,4.1,Hyundai,Xcent 1.1 CRDi S,7.0,Individual,87000,Diesel,Manual,24.4,1120.0,71.0,5.0
3124,5.5,Hyundai,i20 Asta 1.2,9.0,Dealer,50000,Petrol,Manual,18.5,1197.0,82.85,5.0
3125,6.85,Hyundai,i20 Sportz Option 1.4 CRDi,8.0,Dealer,43000,Diesel,Manual,22.54,1396.0,88.73,5.0
3126,4.95,Hyundai,Grand i10 AT Asta,9.0,Dealer,75000,Petrol,Automatic,18.9,1197.0,82.0,5.0
3127,7.95,Skoda,Superb Elegance 1.8 TSI MT,9.0,Dealer,59000,Petrol,Manual,13.1,1798.0,157.75,5.0
3128,6.65,Volkswagen,Polo GT TSI,8.0,Dealer,58000,Petrol,Automatic,17.21,1197.0,103.6,5.0
3129,7.5,Mahindra,TUV 300 T8,7.0,Individual,30000,Diesel,Manual,18.49,1493.0,100.0,7.0
3130,8.75,Maruti,Ertiga SHVS VDI,7.0,Dealer,19000,Diesel,Manual,24.52,1248.0,88.5,7.0
3131,5.0,Hyundai,Grand i10 Sportz,9.0,Individual,51765,Petrol,Manual,18.9,1197.0,82.0,5.0
3132,3.8,Honda,City 1.5 S MT,13.0,Individual,100000,Petrol,Manual,17.0,1497.0,118.0,5.0
3133,7.0,Honda,City 2017-2020 VTEC,8.0,Dealer,56210,Petrol,Manual,16.9,1497.0,100.0,5.0
3134,1.8,Hyundai,i10 Magna,15.0,Individual,80000,Petrol,Manual,20.36,1197.0,78.9,5.0
3135,10.5,Hyundai,Creta 1.4 E Plus,6.0,Individual,8400,Diesel,Manual,22.1,1396.0,88.7,5.0
3136,5.25,Hyundai,Grand i10 AT Asta,9.0,Dealer,55000,Petrol,Automatic,18.9,1197.0,82.0,5.0
3137,7.5,Honda,WR-V i-DTEC VX,7.0,Dealer,23039,Diesel,Manual,25.5,1498.0,98.6,5.0
3138,4.9,Tata,Safari 2005-2017 EX 4x2,15.0,Individual,120000,Petrol,Manual,12.0,2092.0,127.0,7.0
3139,7.5,Mahindra,XUV500 W8 AWD,11.0,Individual,95000,Diesel,Manual,15.1,2179.0,140.0,7.0
3140,3.75,Hyundai,Verna SX Diesel,15.0,Dealer,66000,Diesel,Manual,25.0,1493.0,113.42,5.0
3141,27.5,Mercedes-Benz,CLA 200 CGI Sport,6.0,Dealer,12000,Petrol,Automatic,15.04,1991.0,183.0,5.0
3142,0.5,Maruti,800 AC,16.0,Dealer,78245,Petrol,Manual,16.1,796.0,37.0,4.0
3143,2.75,Honda,City 1.5 S MT,14.0,Dealer,161445,Petrol,Manual,17.0,1497.0,118.0,5.0
3144,4.9,Maruti,Eeco CNG 5 Seater AC BSIV,8.0,Individual,5000,CNG,Manual,21.94,1196.0,61.7,5.0
3145,1.45,Hyundai,Getz 1.1 GVS Option,16.0,Dealer,85000,Petrol,Manual,12.3,1086.0,66.6,5.0
3146,2.85,Hyundai,i10 Sportz 1.2 AT,13.0,Dealer,102000,Petrol,Automatic,16.95,1197.0,78.9,5.0
3147,23.75,Skoda,Octavia 1.8 TSI AT L K,5.0,Dealer,4000,Petrol,Automatic,15.1,1798.0,178.0,5.0
3148,9.4,Honda,BRV i-VTEC V CVT,7.0,Dealer,34000,Petrol,Automatic,15.4,1497.0,117.3,7.0
3149,7.75,Honda,WR-V i-DTEC VX,7.0,Individual,110000,Diesel,Manual,25.5,1498.0,98.6,5.0
3150,3.65,Honda,Amaze E i-Vtech,11.0,Dealer,41000,Petrol,Manual,18.0,1198.0,86.7,5.0
3151,15.0,Audi,Q3 2.0 TDI Quattro Premium Plus,12.0,Individual,80000,Diesel,Automatic,15.73,1968.0,174.33,5.0
3152,5.5,Honda,Brio 1.2 VX MT,7.0,Dealer,25000,Petrol,Manual,18.5,1198.0,86.8,5.0
3153,4.0,Maruti,Eeco CNG HTR 5-STR,9.0,Individual,16000,CNG,Manual,21.94,1196.0,63.0,5.0
3154,5.82,Maruti,Swift VVT VXI,6.0,Dealer,8260,Petrol,Manual,22.0,1197.0,81.8,5.0
3155,3.95,Maruti,Swift Dzire Zdi BSIV,13.0,Dealer,64000,Diesel,Manual,19.3,1248.0,73.9,5.0
3156,7.9,Maruti,Vitara Brezza LDi,7.0,Dealer,39100,Diesel,Manual,24.3,1248.0,88.5,5.0
3157,9.5,Mahindra,Scorpio S3 9 Seater BSIV,6.0,Individual,27000,Diesel,Manual,15.4,2523.0,75.0,7.0
3158,5.51,Mahindra,Thar DI 4X2,9.0,Dealer,74000,Diesel,Manual,18.06,2523.0,63.0,7.0
3159,6.5,Volkswagen,Polo GT TSI,10.0,Dealer,13000,Petrol,Automatic,17.21,1197.0,103.6,5.0
3160,2.99,Hyundai,EON Era Plus,9.0,Dealer,74000,Petrol,Manual,21.1,814.0,55.2,5.0
3161,4.8,Maruti,Wagon R VXI Plus Optional,6.0,Individual,15000,Petrol,Manual,20.51,998.0,67.04,5.0
3162,11.7,Skoda,Octavia Style Plus 1.8 TSI AT,8.0,Dealer,27000,Petrol,Automatic,14.7,1798.0,177.5,5.0
3163,13.75,Audi,A4 2.0 TDI 177 Bhp Premium Plus,11.0,Dealer,35000,Diesel,Automatic,17.11,1968.0,174.33,5.0
3164,3.85,Fiat,Punto 1.3 Emotion,10.0,Dealer,35000,Diesel,Manual,20.3,1476.3274007038713,5.0,5.0
3165,1.5,Chevrolet,Spark 1.0 LS,13.0,Individual,20000,Petrol,Manual,18.0,995.0,62.0,5.0
3166,7.4,Mahindra,XUV500 2011-2015 W8 FWD,12.0,Dealer,70000,Diesel,Manual,15.1,2179.0,140.0,7.0
3167,9.75,Honda,City i-DTEC V,6.0,Individual,15000,Diesel,Manual,25.6,1498.0,97.9,5.0
3168,15.75,Skoda,Superb LK 1.8 TSI AT,8.0,Dealer,65000,Petrol,Automatic,14.67,1798.0,177.46,5.0
3169,5.1,Maruti,Swift VXi BSIV,8.0,Dealer,13300,Petrol,Manual,16.1,1197.0,85.0,5.0
3170,6.45,Honda,Jazz 1.2 V AT i VTEC,8.0,Dealer,37000,Petrol,Automatic,19.0,1199.0,88.7,5.0
3171,17.99,Audi,A6 2.0 TDI Premium Plus,10.0,Dealer,50000,Diesel,Automatic,17.68,1968.0,174.33,5.0
3172,13.45,Mahindra,XUV500 W10 2WD,7.0,Dealer,62000,Diesel,Manual,16.0,2179.0,140.0,7.0
3173,2.75,Maruti,Ritz LDi,12.0,Individual,110000,Diesel,Manual,23.2,1248.0,73.94,5.0
3174,6.4,Maruti,Baleno Delta 1.2,7.0,Dealer,4414,Petrol,Manual,21.4,1197.0,83.1,5.0
3175,2.75,Maruti,Alto 800 VXI,8.0,Dealer,24000,Petrol,Manual,22.74,796.0,47.3,5.0
3176,3.0,Hyundai,i10 Magna 1.1L,13.0,Dealer,56653,Petrol,Manual,19.81,1086.0,68.05,5.0
3177,5.6,Nissan,Terrano XV Premium 110 PS,11.0,Dealer,29650,Diesel,Manual,19.01,1461.0,108.5,5.0
3178,3.7,Hyundai,i10 Sportz AT,12.0,Dealer,37590,Petrol,Automatic,16.95,1197.0,78.9,5.0
3179,3.5,Maruti,Swift ZXi BSIV,13.0,Individual,30000,Petrol,Manual,16.1,1197.0,85.0,5.0
3180,4.15,Hyundai,i20 Sportz 1.2,12.0,Trustmark Dealer,43784,Petrol,Manual,18.5,1197.0,82.85,5.0
3181,6.1,Volkswagen,Vento 1.2 TSI Highline AT,10.0,Dealer,56000,Petrol,Automatic,16.93,1197.0,103.2,5.0
3182,24.5,Audi,Q3 30 TDI Premium FWD,6.0,Dealer,36000,Diesel,Automatic,18.51,1968.0,147.51,5.0
3183,1.5,Maruti,Wagon R VXI BSIII,17.0,Dealer,35986,Petrol,Manual,18.9,998.0,67.1,5.0
3184,8.5,Nissan,Kicks XE D BSIV,4.0,Individual,7500,Diesel,Manual,20.45,1461.0,108.5,5.0
3185,4.25,Hyundai,i20 Asta 1.2,11.0,Dealer,28000,Petrol,Manual,18.5,1197.0,82.85,5.0
3186,6.0,Ford,Figo 1.5D Titanium MT,7.0,Dealer,42267,Diesel,Manual,25.83,1498.0,99.0,5.0
3187,5.0,Volkswagen,Polo Diesel Highline 1.2L,11.0,Individual,70000,Diesel,Manual,22.07,1199.0,73.9,5.0
3188,5.0,Maruti,Dzire ZXI,10.0,Dealer,50000,Petrol,Manual,23.26,1197.0,88.5,5.0
3189,3.15,Hyundai,EON 1.0 Magna Plus Option O,8.0,Dealer,29119,Petrol,Manual,20.3,998.0,68.05,5.0
3190,3.75,Maruti,Celerio VXI AT,10.0,Dealer,33231,Petrol,Automatic,23.1,998.0,67.04,5.0
3191,14.75,Jeep,Compass 2.0 Longitude Option,7.0,Dealer,46706,Diesel,Manual,17.1,1956.0,170.0,5.0
3192,9.99,Skoda,Octavia Elegance 2.0 TDI AT,9.0,Dealer,115000,Diesel,Automatic,19.3,1968.0,141.0,5.0
3193,3.69,Maruti,Alto K10 VXI,7.0,Dealer,6808,Petrol,Manual,23.95,998.0,67.05,5.0
3194,5.5,Ford,Ecosport 2015-2021 1.5 Ti VCT MT Ambiente BSIV,9.0,Individual,50000,Petrol,Manual,15.85,1499.0,110.4,5.0
3195,33.0,BMW,5 Series 520d Luxury Line,7.0,Dealer,21500,Diesel,Automatic,18.12,1995.0,190.0,5.0
3196,4.0,Toyota,Etios Liva GD Xclusive Edition,11.0,Individual,230000,Diesel,Manual,23.59,1364.0,67.1,5.0
3197,5.0,Hyundai,Xcent 1.1 CRDi S,9.0,Individual,40000,Diesel,Manual,24.4,1120.0,71.0,5.0
3198,3.71,Maruti,Ritz VDi,11.0,Dealer,54100,Diesel,Manual,21.1,1248.0,73.9,5.0
3199,11.91,Honda,City i-VTEC CVT ZX,6.0,Dealer,25000,Petrol,Automatic,18.0,1497.0,117.6,5.0
3200,6.25,Maruti,Baleno Zeta Automatic,8.0,Dealer,20000,Petrol,Automatic,21.4,1197.0,83.1,5.0
3201,7.1,Maruti,Ciaz Sigma BSIV,6.0,Individual,35000,Petrol,Manual,21.56,1462.0,103.25,5.0
3202,4.45,Mahindra,Scorpio VLX 2WD BSIV,14.0,Dealer,110000,Diesel,Manual,12.05,2179.0,120.0,8.0
3203,4.7,Fiat,Grande Punto EVO 1.3 Dynamic,9.0,Individual,30000,Diesel,Manual,21.2,1248.0,75.0,5.0
3204,3.2,Hyundai,i10 Sportz Option,13.0,Dealer,82000,Petrol,Manual,20.36,1197.0,78.9,5.0
3205,42.0,BMW,5 Series 520d Luxury Line,6.0,Dealer,36000,Diesel,Automatic,22.48,1995.0,187.74,5.0
3206,3.49,Chevrolet,Enjoy TCDi LS 8 Seater,10.0,Dealer,47123,Diesel,Manual,18.2,1248.0,73.8,8.0
3207,9.55,Maruti,Vitara Brezza ZDi Plus Dual Tone,7.0,Dealer,55000,Diesel,Manual,24.3,1248.0,88.5,5.0
3208,2.75,Maruti,Alto 800 LXI,9.0,Individual,19074,Petrol,Manual,22.74,796.0,47.3,5.0
3209,2.4,Chevrolet,Beat PS,11.0,Dealer,23686,Petrol,Manual,18.6,1199.0,79.4,5.0
3210,9.55,Hyundai,Creta 1.6 CRDi AT SX Plus,9.0,Dealer,83000,Diesel,Automatic,17.01,1582.0,126.2,5.0
3211,9.75,Toyota,Innova 2.5 EV (Diesel) PS 7 Seater BS IV,11.0,Dealer,128000,Diesel,Manual,12.99,2494.0,100.57,7.0
3212,3.85,Honda,Civic 1.8 V AT,14.0,Dealer,74000,Petrol,Automatic,13.9,1799.0,130.2,5.0
3213,2.95,Maruti,Swift Vdi BSIII,14.0,Dealer,92182,Diesel,Manual,17.8,1248.0,75.0,5.0
3214,2.69,Honda,Brio S MT,12.0,Dealer,50000,Petrol,Manual,19.4,1198.0,86.8,5.0
3215,5.25,Maruti,Ignis 1.2 Zeta BSIV,7.0,Dealer,47063,Petrol,Manual,20.89,1197.0,81.8,5.0
3216,6.65,Maruti,Baleno Delta Diesel,5.0,Individual,20000,Diesel,Manual,27.39,1248.0,74.0,5.0
3217,8.0,Maruti,Ciaz Zeta,6.0,Dealer,15000,Petrol,Manual,20.65,1462.0,103.25,5.0
3218,2.45,Hyundai,EON Sportz,11.0,Dealer,47000,Petrol,Manual,21.1,814.0,55.2,5.0
3219,2.5,Maruti,Swift Dzire VXi,16.0,Individual,115000,Petrol,Manual,17.5,1298.0,85.8,5.0
3220,7.55,Maruti,Ertiga VXI,8.0,Dealer,61149,Petrol,Manual,19.01,1462.0,103.26,7.0
3221,9.45,Hyundai,Verna VTVT 1.6 SX,5.0,Dealer,14200,Petrol,Manual,17.0,1591.0,121.3,5.0
3222,7.5,Hyundai,i20 Active SX Petrol,6.0,Dealer,16000,Petrol,Manual,17.19,1197.0,81.86,5.0
3223,6.7,Maruti,Ertiga ZDI,11.0,Dealer,187420,Diesel,Manual,20.77,1248.0,88.8,7.0
3224,6.1,Maruti,Ciaz VDi,9.0,Dealer,49986,Diesel,Manual,26.21,1248.0,88.5,5.0
3225,5.0,Hyundai,Grand i10 1.2 Kappa Sportz Dual Tone,7.0,Individual,25000,Petrol,Manual,18.9,1197.0,81.86,5.0
3226,6.65,Maruti,Ertiga VDI Limited Edition,10.0,Dealer,96000,Diesel,Manual,20.77,1248.0,88.76,7.0
3227,8.25,Maruti,Ertiga VXI CNG,8.0,Individual,20000,CNG,Manual,17.5,1373.0,80.46,7.0
3228,6.25,Maruti,Swift VDI BSIV,8.0,Individual,38000,Diesel,Manual,25.2,1248.0,74.0,5.0
3229,4.0,Toyota,Innova 2.5 V Diesel 8-seater,16.0,Dealer,190000,Diesel,Manual,12.8,2494.0,102.0,8.0
3230,2.1,Tata,Indica Vista Aura 1.3 Quadrajet,14.0,Dealer,83573,Diesel,Manual,18.0,1248.0,75.0,5.0
3231,5.1,Hyundai,Santro Magna,5.0,Dealer,7000,Petrol,Manual,20.3,1086.0,68.07,5.0
3232,2.94,Ford,Figo Diesel Titanium,11.0,Dealer,46000,Diesel,Manual,20.0,1399.0,68.05,5.0
3233,6.5,Tata,Tigor 1.2 Revotron XZ,6.0,Individual,10000,Petrol,Manual,20.3,1199.0,84.0,5.0
3234,2.55,Chevrolet,Beat LT,10.0,Dealer,69000,Petrol,Manual,17.8,1199.0,76.8,5.0
3235,5.5,Chevrolet,Cruze LTZ AT,12.0,Dealer,48000,Diesel,Automatic,18.1,1991.0,147.9,4.0
3236,4.98,Maruti,Swift Dzire VDI,12.0,Individual,79000,Diesel,Manual,23.4,1248.0,74.0,5.0
3237,3.0,Maruti,Alto K10 Plus Edition,7.0,Individual,70000,Petrol,Manual,24.07,998.0,67.1,5.0
3238,6.15,Hyundai,Xcent 1.2 VTVT SX,6.0,Individual,20000,Petrol,Manual,20.14,1197.0,81.86,5.0
3239,4.0,Maruti,Swift VDI,12.0,Individual,85000,Diesel,Manual,22.9,1248.0,74.0,5.0
3240,3.25,Hyundai,i20 1.4 CRDi Asta,13.0,Dealer,88000,Diesel,Manual,23.0,1396.0,90.0,5.0
3241,2.65,Maruti,Alto 800 LXI,10.0,Dealer,16600,Petrol,Manual,22.74,796.0,47.3,5.0
3242,4.65,Tata,Tiago 1.2 Revotron XT,7.0,Individual,40000,Petrol,Manual,23.84,1199.0,84.0,5.0
3243,4.86,Honda,City 1.5 S Elegance,11.0,Dealer,37000,Petrol,Manual,17.0,1497.0,118.0,5.0
3244,6.75,Toyota,Innova 2.5 G4 Diesel 7-seater,13.0,Dealer,125000,Diesel,Manual,12.8,2494.0,102.0,7.0
3245,11.5,Honda,City i DTec VX,6.0,Dealer,18000,Diesel,Manual,26.0,1498.0,98.6,5.0
3246,4.74,Toyota,Innova 2.5 V Diesel 8-seater,17.0,Dealer,95000,Diesel,Manual,12.8,2494.0,102.0,8.0
3247,7.5,Honda,City i VTEC VX,9.0,Individual,35000,Petrol,Manual,17.4,1497.0,117.3,5.0
3248,2.99,Honda,Brio EX MT,12.0,Dealer,35000,Petrol,Manual,19.4,1198.0,86.8,5.0
3249,2.6,Hyundai,i20 1.2 Magna,14.0,Dealer,49000,Petrol,Manual,18.5,1197.0,80.0,5.0
3250,3.35,Renault,KWID RXT Optional,7.0,Dealer,19000,Petrol,Manual,25.17,799.0,53.3,5.0
3251,3.0,Honda,City S,16.0,Individual,165000,Petrol,Manual,16.8,1497.0,116.4,5.0
3252,3.8,Maruti,Swift VDI,12.0,Individual,120000,Diesel,Manual,22.9,1248.0,74.0,5.0
3253,4.5,Toyota,Etios GD,8.0,Individual,80000,Diesel,Manual,23.59,1364.0,67.05,5.0
3254,3.99,Mahindra,KUV100 NXT G80 K4 Plus,7.0,Dealer,12950,Petrol,Manual,18.15,1198.0,82.0,6.0
3255,14.9,Mini,Cooper Countryman D,11.0,Dealer,35000,Diesel,Automatic,23.8,1998.0,112.0,5.0
3256,7.0,Skoda,Rapid 1.5 TDI AT Style Plus,8.0,Dealer,47000,Diesel,Automatic,21.66,1498.0,103.52,5.0
3257,10.8,Hyundai,Creta 1.6 CRDi AT SX Plus,8.0,Dealer,71000,Diesel,Automatic,17.01,1582.0,126.2,5.0
3258,10.0,Honda,WR-V i-DTEC VX,6.0,Individual,40000,Diesel,Manual,25.5,1498.0,98.6,5.0
3259,2.5,Hyundai,Santro Xing GL Plus,11.0,Dealer,29000,Petrol,Manual,17.92,1086.0,62.1,5.0
3260,9.85,Hyundai,Creta 1.6 VTVT SX Plus,7.0,Dealer,31191,Petrol,Manual,13.0,1591.0,121.3,5.0
3261,9.5,Maruti,Ertiga SHVS ZDI Plus,8.0,Individual,50000,Diesel,Manual,24.52,1248.0,88.5,7.0
3262,0.85,Chevrolet,Spark 1.0 PS,15.0,Dealer,63000,Petrol,Manual,16.0,995.0,63.0,5.0
3263,3.49,Renault,KWID AMT,7.0,Dealer,19200,Petrol,Automatic,24.04,999.0,67.0,5.0
3264,5.28,Renault,Duster 110PS Diesel RXZ Optional with Nav,11.0,Dealer,72396,Diesel,Manual,19.01,1461.0,108.45,5.0
3265,3.5,Volkswagen,Vento Diesel Highline,13.0,Individual,164000,Diesel,Manual,20.54,1598.0,103.6,5.0
3266,5.6,Maruti,Baleno Delta 1.2,8.0,Dealer,14500,Petrol,Manual,21.4,1197.0,83.1,5.0
3267,11.99,BMW,5 Series 520d,13.0,Dealer,60000,Diesel,Automatic,18.48,1995.0,177.0,5.0
3268,3.9,Toyota,Innova 2.5 V Diesel 7-seater,18.0,Dealer,110000,Diesel,Manual,12.8,2494.0,102.0,7.0
3269,3.5,Renault,KWID 1.0 RXL,7.0,Individual,20000,Petrol,Manual,23.01,999.0,67.0,5.0
3270,34.5,Jaguar,XF 2.0 Diesel Portfolio,8.0,Dealer,20837,Diesel,Automatic,19.33,1999.0,177.0,5.0
3271,27.0,Audi,Q3 35 TDI Quattro Premium,8.0,Dealer,28237,Diesel,Automatic,15.73,1968.0,174.33,5.0
3272,4.5,Mahindra,Supro VX 8 Str,7.0,Individual,20000,Diesel,Manual,23.5,909.0,45.0,8.0
3273,4.0,Datsun,GO Plus A EPS,8.0,Individual,40000,Petrol,Manual,19.44,1198.0,67.0,7.0
3274,16.0,Jeep,Compass 2.0 Limited,7.0,Individual,35000,Diesel,Manual,17.1,1956.0,170.0,5.0
3275,7.75,Hyundai,Verna 1.6 CRDi SX,8.0,Dealer,66523,Diesel,Manual,23.9,1582.0,126.2,5.0
3276,6.75,Hyundai,Elantra SX AT,11.0,Dealer,34800,Petrol,Automatic,14.5,1797.0,147.5,5.0
3277,3.25,Maruti,Swift Dzire VDi,14.0,Dealer,87000,Diesel,Manual,19.3,1248.0,73.9,5.0
3278,26.75,Mercedes-Benz,M-Class ML 250 CDI,10.0,Dealer,69000,Diesel,Automatic,15.26,2143.0,203.2,5.0
3279,3.75,Skoda,Superb Elegance 1.8 TSI AT,14.0,Dealer,64430,Petrol,Automatic,13.7,1798.0,157.75,5.0
3280,25.5,Jaguar,XF 2.2 Litre Luxury,10.0,Dealer,26000,Diesel,Automatic,16.36,2179.0,187.7,5.0
3281,3.75,Honda,Amaze VX i-DTEC,10.0,Individual,110000,Diesel,Manual,25.8,1498.0,98.6,5.0
3282,4.65,Maruti,Eeco 5 Seater AC,5.0,Dealer,7647,Petrol,Manual,16.11,1196.0,72.42,5.0
3283,1.2,Maruti,Alto STD,18.0,Individual,15000,Petrol,Manual,19.7,796.0,46.3,5.0
3284,6.6,Mercedes-Benz,E-Class 280 CDI Elegance,15.0,Individual,78000,Diesel,Automatic,14.21,2143.0,203.0,5.0
3285,0.99,Tata,Nano Lx,13.0,Dealer,60000,Petrol,Manual,26.0,624.0,35.0,4.0
3286,13.9,BMW,X3 xDrive20d,11.0,Dealer,110000,Diesel,Automatic,16.09,1995.0,184.0,5.0
3287,2.0,Tata,Indigo eLX BS IV,13.0,Individual,120000,Diesel,Manual,23.03,1396.0,69.0,5.0
3288,8.5,Hyundai,Verna 1.6 SX VTVT,7.0,Individual,70000,Petrol,Manual,17.01,1591.0,121.3,5.0
3289,2.25,Ford,Figo Petrol Titanium,13.0,Individual,18800,Petrol,Manual,15.6,1196.0,70.0,5.0
3290,5.9,Volkswagen,Vento 1.5 TDI Highline AT,9.0,Dealer,102000,Diesel,Automatic,22.15,1498.0,108.6,5.0
3291,7.5,Volkswagen,Vento 1.5 TDI Highline AT,8.0,Individual,110000,Diesel,Automatic,22.15,1498.0,108.6,5.0
3292,18.9,Toyota,Innova Crysta 2016-2020 2.4 GX AT 8 STR,6.0,Dealer,27000,Diesel,Automatic,13.68,2393.0,147.51,8.0
3293,3.85,Maruti,Eeco 5 Seater AC BSIV,8.0,Dealer,16000,Petrol,Manual,15.37,1196.0,73.0,5.0
3294,4.9,Volkswagen,Vento 1.5 TDI Highline,9.0,Dealer,48000,Diesel,Manual,20.34,1498.0,103.2,5.0
3295,3.25,Volkswagen,Polo Petrol Trendline 1.2L,12.0,Dealer,58200,Petrol,Manual,16.47,1198.0,73.9,5.0
3296,1.5,Tata,Indica GLS BS IV,18.0,Individual,40000,Petrol,Manual,15.3,1193.0,65.3,5.0
3297,8.5,Maruti,S-Cross 2017-2020 Delta DDiS 200 SH,7.0,Individual,70000,Diesel,Manual,25.1,1248.0,88.5,5.0
3298,4.25,Mercedes-Benz,C-Class 200 Kompressor,16.0,Dealer,57000,Petrol,Manual,11.7,1796.0,178.0,5.0
3299,5.11,Hyundai,Verna 1.6 SX CRDi (O),12.0,Dealer,88221,Diesel,Manual,22.32,1582.0,126.32,5.0
3300,1.99,Hyundai,i10 Era,14.0,Individual,70000,Petrol,Manual,19.81,1086.0,68.05,5.0
3301,1.75,Tata,Indigo CR4,14.0,Individual,100000,Diesel,Manual,23.57,1396.0,70.0,5.0
3302,6.21,Volkswagen,Polo 2015-2019 GT TSI,9.0,Dealer,49000,Petrol,Automatic,17.21,1197.0,103.5,5.0
3303,4.25,Honda,City V MT,12.0,Dealer,37000,Petrol,Manual,17.4,1497.0,117.6,5.0
3304,5.21,Maruti,Celerio X VXI Option BSIV,6.0,Dealer,30700,Petrol,Manual,21.63,998.0,67.0,5.0
3305,2.0,Tata,Indigo CR4,13.0,Individual,120000,Diesel,Manual,23.57,1396.0,70.0,5.0
3306,21.5,Mercedes-Benz,CLA 200 D Sport Edition,9.0,Dealer,12000,Diesel,Automatic,17.9,2143.0,136.0,5.0
3307,9.5,Skoda,Octavia Ambition 2.0 TDI AT,8.0,Dealer,68387,Diesel,Automatic,19.3,1968.0,141.0,5.0
3308,5.75,Honda,Jazz 1.5 V i DTEC,8.0,Individual,60000,Diesel,Manual,27.3,1498.0,98.6,5.0
3309,18.5,Mercedes-Benz,S-Class S 350 L,13.0,Dealer,57000,Petrol,Automatic,10.13,3498.0,364.9,5.0
3310,25.5,Toyota,Fortuner 2016-2021 2.8 2WD MT,7.0,Dealer,70000,Diesel,Manual,14.24,2755.0,174.5,7.0
3311,7.8,Hyundai,i20 1.4 Asta Option,7.0,Individual,60000,Diesel,Manual,22.54,1396.0,88.73,5.0
3312,14.35,Toyota,Fortuner 4x2 AT,11.0,Dealer,170000,Diesel,Automatic,12.55,2982.0,168.5,7.0
3313,6.0,Maruti,Ciaz VXi Option,8.0,Dealer,31000,Petrol,Manual,20.73,1373.0,91.1,5.0
3314,5.4,Volkswagen,Polo GT TSI,11.0,Dealer,92000,Petrol,Automatic,17.2,1197.0,103.6,5.0
3315,3.95,Volkswagen,Polo Petrol Highline 1.2L,11.0,Dealer,33000,Petrol,Manual,16.47,1198.0,73.9,5.0
3316,2.99,Fiat,Punto 1.3 Emotion,11.0,Dealer,69000,Diesel,Manual,20.3,1476.3274007038713,5.0,5.0
3317,3.65,Maruti,Swift Dzire VDi,13.0,Dealer,88000,Diesel,Manual,19.3,1248.0,73.9,5.0
3318,2.25,Ford,Figo Diesel EXI,12.0,Dealer,69000,Diesel,Manual,20.0,1399.0,68.05,5.0
3319,7.5,Maruti,Swift AMT ZDI Plus,6.0,Dealer,24000,Diesel,Automatic,28.4,1248.0,74.0,5.0
3320,6.45,Volkswagen,Vento 1.2 TSI Highline AT,9.0,Dealer,26000,Petrol,Automatic,16.93,1197.0,103.2,5.0
3321,7.5,Maruti,Swift Dzire VDI,7.0,Individual,35000,Diesel,Manual,28.4,1248.0,74.02,5.0
3322,0.6,Maruti,Alto 800 STD,32.0,Dealer,22612,Petrol,Manual,22.05,796.0,47.3,5.0
3323,3.5,Renault,KWID 1.0 RXT Optional,6.0,Individual,10000,Petrol,Manual,23.01,999.0,67.0,5.0
3324,1.66,Maruti,Alto 800 LXI,10.0,Individual,40000,Petrol,Manual,22.74,796.0,47.3,5.0
3325,5.5,Mahindra,Bolero 2011-2019 SLE BSIII,9.0,Dealer,150000,Diesel,Manual,15.96,2523.0,62.1,7.0
3326,1.25,Hyundai,Verna CRDi,18.0,Individual,70000,Diesel,Manual,16.8,1493.0,110.0,5.0
